성분명,성분코드,제품코드,제품명,업소명,공고일자,공고번호,약품상세정보,비고,급여여부
solifenacin succinate,493801ATB,649807270,솔리케어정5mg(솔리페나신숙신산염)_(5mg/1정),명문제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,648603050,씨엠케어정5mg(솔리페나신숙신산염)_(5mg/1정),(주)씨엠지제약,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,671705180,베시캄정5밀리그램(솔리페나신숙신산염)_(5mg/1정),주식회사제뉴원사이언스,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,660702720,솔리신정5mg(솔리페나신숙신산염)_(5mg/1정),위더스제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,650303790,솔리페나정5mg(솔리페나신숙신산염)_(5mg/1정),진양제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,640007110,베시스타정5밀리그램(솔리페나신숙신산염)_(5mg/1정),에이치케이이노엔(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,648103820,솔페신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),경동제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,645404950,솔리나신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),제일약품(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,645906260,베시칼린정5mg(솔리페나신숙신산염)_(5mg/1정),동광제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,645604840,소울큐정5밀리그램(솔리페나신숙신산염)_(5mg/1정),대화제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,642905790,유로케어정5밀리그램(솔리페나신숙신산염)_(5mg/1정),일동제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,671805970,솔리프로정5mg(솔리페나신숙신산염)_(5mg/1정),대원제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,677200070,베시케어정5밀리그램(솔리페나신숙신산염)_(5mg/1정),한국아스텔라스제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,657306630,유토케어정5mg(솔리페나신숙신산염)_(5mg/1정),(주)동구바이오제약,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,648507380,유로페나신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),신풍제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,644102590,큐어나신정5mg(솔리페나신숙신산염)_(5mg/1정),제이더블유신약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,641704960,요시케어정5밀리그램(솔리페나신숙신산염)_(5mg/1정),일양약품(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493801ATB,651204240,베시민정5mg(솔리페나신숙신산염)_(5mg/1정),삼천당제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,655404500,솔페나정10밀리그램(솔리페나신숙신산염)_(10mg/1정),일성아이에스(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,643104240,솔리콘정10mg(솔리페나신숙신산염)_(10mg/1정),(주)바이넥스,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,659901540,오에이비정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)한국팜비오,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,671705170,베시캄정10밀리그램(솔리페나신숙신산염)_(10mg/1정),주식회사제뉴원사이언스,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,670104110,솔페나신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)팜젠사이언스,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,644003750,솔리테어정10mg(솔리페나신숙신산염)_(10mg/1정),삼익제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,698502970,유리페나정10mg(솔리페나신숙신산염)_(10mg/1정),(주)테라젠이텍스,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,640903120,솔리프정10mg(솔리페나신숙신산염)_(10mg/1정),(주)일화,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,669804660,메디페나신정10mg(솔리페나신숙신산염)_(10mg/1정),구주제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,646003920,유로테라정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)메디카코리아,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,649102510,웰유로정10mg(솔리페나신숙신산염)_(10mg/1정),한국휴텍스제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,658603260,솔리페어정10밀리그램(솔리페나신숙신산염)_(10mg/1정),이연제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,665506660,유니페나신정10mg(솔리페나신숙신산염)_(10mg/1정),한국유니온제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,658202730,솔레나신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)비보존제약,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,657805500,베시큐정10밀리그램(솔리페나신숙신산염)_(10mg/1정),하나제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,653403200,솔베신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),동국제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,693902580,셀페리나정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)셀트리온제약,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,694001420,베시솔정10밀리그램(솔리페나신숙신산염)_(10mg/1정),대웅바이오(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,649507540,오아비정10밀리그램(솔리페나신숙신산염)_(10mg/1정),유니메드제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,649807260,솔리케어정10mg(솔리페나신숙신산염)_(10mg/1정),명문제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,648603060,씨엠케어정10mg(솔리페나신숙신산염)_(10mg/1정),(주)씨엠지제약,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,73000360,솔라신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),건일바이오팜주식회사,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,647204570,솔페리신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),한국코러스(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,670502120,베시퀸정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)보령바이오파마,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,59000560,시스케어정10밀리그램(솔리페나신숙신산염)_(10mg/1정),주식회사케이에스제약,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,647303770,씨트케어정10밀리그램(솔리페나신숙신산염)_(10mg/1정),에이치엘비제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,625201200,솔베나정10밀리그램(솔리페나신숙신산염)_(10mg/1정),(주)화이트생명과학,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,652606260,솔리시톨정10밀리그램(솔리페나신숙신산염)_(10mg/1정),알보젠코리아(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,663607050,베시나정10밀리그램(솔리페나신숙신산염)_(10mg/1정),한국프라임제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
solifenacin succinate,493802ATB,642306950,삼성솔리페나신정10mg(솔리페나신숙신산염)_(10mg/1정),삼성제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
