성분코드,성분명,제품코드,제품명,업소명,약품상세정보,급여여부
143506ATB,diclofenac sodium,653801000,신일디클로페낙나트륨정50밀리그람_(50mg/1정),신일제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있으며 더 나쁜 결과를 나타낼 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 이상반응의 발현에 특히 주의하고 원칙적으로 성인 용량의 최소량부터 투약을 개시하여 관찰을 충분히 하면서 신중히 투여량을 결정함.,급여
143535BIJ,diclofenac sodium,625201541,세로페낙주(디클로페낙나트륨)_(75mg/2mL),(주)화이트생명과학,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,629701151,오스타렌주(디클로페낙나트륨)_(75mg/2mL),(주)오스코리아제약,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,642302861,에스페낙주(디클로페낙나트륨)_(75mg/2mL),삼성제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,645100491,대한디클로페낙주(디클로페낙나트륨)_(75mg/2mL),대한약품공업(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,645600801,레틸론주(디클로페낙나트륨)_(75mg/2mL),대화제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,645901111,디페인주사(디클로페낙나트륨)_(75mg/2mL),동광제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,646000661,메디카디클로페낙주(디클로페낙나트륨)_(75mg/2mL),(주)메디카코리아,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,647802281,킨포인주(디클로페낙나트륨)_(75mg/2mL),삼진제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,648100421,라이낙주(디클로페낙나트륨)_(75mg/2mL),경동제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,648201991,푸리젝스주(디클로페낙나트륨)_(75mg/2mL),(주)유영제약,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,649803111,토라렌주(디클로페낙나트륨)(수출명:토페라렌주사(Toferareninjection))_(75mg/2mL),명문제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,650500521,제일제약디클로페낙나트륨주사액_(75mg/2mL),(주)제일제약,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,652600771,메파렌주75밀리그램(디클로페낙나트륨)(수출명:클로렌주75mg(Cloren Inj. 75mg))_(75mg/2mL),알보젠코리아(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,653100431,비씨디클로페낙나트륨주사_(75mg/2mL),(주)비씨월드제약,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,654000481,소페낙주사(디클로페낙나트륨)_(75mg/2mL),아주약품(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,657200301,바렌탁주(디클로페낙나트륨)_(75mg/2mL),환인제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,657801731,카페낙주사(디클로페낙나트륨)_(75mg/2mL),하나제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,658600251,로페낙주2㎖(디클로페낙나트륨)_(75mg/2mL),이연제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,665503621,유니페낙주(디클로페낙나트륨) (수출명:ALFENAL Inj)_(75mg/2mL),한국유니온제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,669800081,구주디클로페낙주사액(수출명: JINTES)_(75mg/2mL),구주제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143535BIJ,diclofenac sodium,693201781,글로페낙주(디클로페낙나트륨)_(75mg/2mL),(주)한국글로벌제약,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,59000631,페나베타주(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),주식회사케이에스제약,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,629701131,오스타렌에프주(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),(주)오스코리아제약,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,640903401,일화디페낙베타주(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),(주)일화,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,645600641,디베타씨주(디클로페낙β-디메칠아미노에탄올)_(90mg/2mL),대화제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,646001281,베타페낙주2밀리리터(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),(주)메디카코리아,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,648201641,젝스타주(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),(주)유영제약,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,648603941,디클로라주(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),(주)씨엠지제약,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,649501881,오스베타주2밀리리터(디클로페낙베타디메틸아미노에탄올)_(90mg/2mL),유니메드제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,649800311,디크놀주사2밀리리터(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),명문제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,651201781,클로낙주2mL(디클로페낙베타디메칠아미노에탄올)_(90mg/2mL),삼천당제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,653001301,아나센주2밀리리터(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),(주)한국파마,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,653100181,디로낙주2밀리리터(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),(주)비씨월드제약,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,654000071,뉴페낙주사2밀리리터(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),아주약품(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,654700061,뉴베타주2mL(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),케이엠에스제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,656700601,다이크론주2ml(디클로페낙베타-디메틸아미노에탄올)_(90mg/2mL),한국넬슨제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,657802091,페나카주사2ml(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),하나제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
143631BIJ,diclofenac-β-dimethyl-aminoethanol,658600401,미노브이주2mL(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),이연제약(주),고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에 있어서 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의함.,급여
